"id","title","referenced_id","referenced_class"
679,block board,"4412",Heading
680,"blocks, pulley","8483",Heading
681,"blood, animal","0511",Heading
682,"block, animal for therapeutic uses","3002",Heading
683,blood-grouping reagents,"3006",Heading
684,"blood, human","3002",Heading
685,blouses shirts and shirt-blouses - knitted or crocheted women's or girls,"6106",Heading
686,blouses shirts and shirt-blouses - other than knitted or crocheted women's or girls,"6206",Heading
687,blown glass sheets,"7004",Heading
688,blow moulding machines,"8477",Heading
689,blow lamps,"8205",Heading
690,"boards, with writing or drawing surfaces","9610",Heading
691,boats,"8901",Heading
692,bobbin lace,"5804",Heading
693,bobbin-net fabrics,"5804",Heading
694,bobbins - for spinning and weaving of iron or steel,"7326",Heading
695,bobbins - of paper,"4822",Heading
696,bobbins - of plastic,"3923",Heading
697,bobbins - of wood,"4421",Heading
698,bobbinet-making machines,"8447",Heading
699,bodice-fronts,"6117",Heading
700,bodies (including cabs) for motor vehicles,"8707",Heading
701,"bodkins, iron or steel","7319",Heading
702,body belts,"6212",Heading
703,body lotions,"3304",Heading
704,bogies,"8607",Heading
705,boiler suits,"6114",Heading
706,boilers sugar,"8419",Heading
707,"boilers, central heating other than generating boilers of iron or steel","8403",Heading
708,"boilers, steam and other vapour generating","8402",Heading
709,bolduc,"5806",Heading
710,bollards - iron or steel (cast),"7325",Heading
711,bollards - plastic,"3926",Heading
712,bollards - stone,"6802",Heading
713,bolster cases,"6302",Heading
714,bolt clippers,"8203",Heading
715,bolt croppers,"8203",Heading
716,bolting cloth,"5911",Heading
717,"bolts (for the securing of doors, window, etc) of base metal","8302",Heading
718,"bolts and nuts, of nickel","7508",Heading
719,"bolts, iron or steel","7318",Heading
720,bomb calorimeters,"9027",Heading
721,bombay hemp,"5303",Heading
722,bombs,"9306",Heading
723,"bond, share and stock certificates","4907",Heading
724,bone black,"3802",Heading
725,bone worked,"9601",Heading
726,bone-working machinery,"8456",Heading
727,"bone and bone pieces, meal and powder","0506",Heading
728,book-binding and book-sewing machinery,"8440",Heading
729,bookcases,"9403",Heading
730,bookcloth,"5901",Heading
731,"books - children's pictures, drawing or colouring","4903",Heading
732,books - other printed,"4901",Heading
733,boot and shoe (leather) machinery,"8453",Heading
734,boots,"6402",Heading
735,borates and perborates,"2840",Heading
736,"borates and concentrates (crude, natural)","2528",Heading
737,borax (sodium tetraborate),"2840",Heading
738,borders (decoration of paper),"4814",Heading
739,boric oxide,"2810",Heading
740,boric acid - crude natural,"2528",Heading
741,boric acid - other,"2810",Heading
742,borides,"2850",Heading
743,boring and sinking machines,"8430",Heading
744,"boring machines, metal working","8459",Heading
745,boron,"2804",Heading
746,bottle cleaning and drying machines,"8422",Heading
747,bottles - plastic,"3923",Heading
748,bottles - glass,"7010",Heading
749,bouquets - artificial,"6702",Heading
750,bouquets - other,"0603",Heading
751,bovine animals (live),"0102",Heading
752,bowstring hemp (sansevieria),"5305",Heading
753,boxes iron or steel,"7310",Heading
754,boxes of wood,"4415",Heading
755,boxes of aluminium,"7612",Heading
756,boxes of paper or paperboard,"4819",Heading
757,boxes of tin,"8007",Heading
758,braces (clothing),"6212",Heading
759,"braces, carpenters","8205",Heading
760,braid making machines,"8447",Heading
761,"braid, textile, in the piece","5808",Heading
762,brake linings mounted,"8708",Heading
763,brake linings unmounted,"6813",Heading
764,branches,"0603",Heading
765,brandy,"2208",Heading
766,"brans, sharps and other residues - cereals","2302",Heading
767,"brans, sharps and other residues - leguminous vegetables","2302",Heading
768,"brans, sharps and other residues - rice","2302",Heading
769,brass (alloy of copper and zinc),"74",Chapter
770,brassards,"6217",Heading
771,brassieres,"6212",Heading
772,"brazil nuts, fresh or dried","0801",Heading
773,"brazing appliances, gas operated","8468",Heading
774,brazing powders and pastes,"3810",Heading
775,brazing machines and apparatus electric,"8515",Heading
776,bread and breadcrumbs,"1905",Heading
777,breakdown lorries,"8705",Heading
778,breaker machines - bale,"8445",Heading
779,breaker machines - ceramic clay,"8474",Heading
780,breaker machines - cheese,"8434",Heading
781,breaker machines - milling,"8437",Heading
782,breaker machines - pig iron,"8479",Heading
783,breaker machines - oil cake,"8436",Heading
784,breaker machines - rag,"8439",Heading
785,breaker machines - sugar,"8438",Heading
786,breaker machines - textile,"8451",Heading
787,breathalysers,"9027",Heading
788,breathing appliances,"9019",Heading
789,breeches - knitted or crocheted men's or boys,"6301",Heading
790,breeches - other than knitted or crocheted men's or boys,"6203",Heading
791,breeches - knitted or crocheted women's or girls,"6104",Heading
792,breeches - other than knitted or crocheted women's of girls,"6204",Heading
793,brewers pitch,"3807",Heading
794,brewery machinery,"8438",Heading
795,brick making machinery,"8474",Heading
796,"bricks and blocks - concrete, including refractory concrete","6810",Heading
797,"bricks and blocks - non refractory, clay","6904",Heading
798,bricks and blocks - refractory - chemically bonded,"6815",Heading
799,bricks and blocks - refractory -  fired bricks and blocks - refractory - after shaping,"6902",Heading
800,bricks and blocks - refractory - of siliceous fossil meals or earth,"6901",Heading
801,bricks and blocks - refractory - fusion cast,"6815",Heading
802,pitch bonded,"6815",Heading
803,bricks and blocks - refractory - tar bonded,"6815",Heading
804,"bricks, glass","7016",Heading
805,"bridges, iron or steel","7308",Heading
806,bridles,"4201",Heading
807,briefcases,"4202",Heading
808,brine,"2501",Heading
809,briquettes (coal),"2701",Heading
810,brisling (sprats) prepared or preserved,"1604",Heading
811,"bristles, animal","0502",Heading
812,broaching tools,"8207",Heading
813,broaching machines,"8461",Heading
814,"broadcast, radio","8525",Heading
815,"broadcaster, fertiliser","8432",Heading
816,brocades - cotton,"5208",Heading
817,brocades - man made filaments,"5407",Heading
818,brocades - man made staple fibres,"5512",Heading
819,"brochures, booklets, etc printed -advertising material","4911",Heading
820,"brochures, booklets, etc printed - other","4901",Heading
821,broderie anglaise,"5810",Heading
822,bromates and perbromates,"2829",Heading
823,bromides and oxybromides,"2827",Heading
824,bromine,"2801",Heading
825,bronze (alloy of copper and tin),"74",Chapter
826,brooches -  precious metal,"7113",Heading
827,brooches -  imitation jewellery,"7117",Heading
828,"brooders, poultry","8436",Heading
829,"broom handles, wood","4417",Heading
830,broomcorn tops,"1404",Heading
831,brooms,"9603",Heading
832,broths,"2104",Heading
833,brown glass,"7004",Heading
834,brown sugar,"1701",Heading
835,bruges lace,"5804",Heading
836,"brush handles, wood","4417",Heading
837,brush making hair,"0502",Heading
838,brushes,"9603",Heading
839,"brushes, carbon electrical","8545",Heading
840,bubble bath,"3307",Heading
841,bubble levels,"9031",Heading
842,bubble wraps,"3920",Heading
843,buckets steel,"7323",Heading
844,buckets wood,"4416",Heading
845,"buckles base metal for clothing, travel goods, watches, ect","8308",Heading
846,buckram,"5901",Heading
847,buckwheat,"1008",Heading
848,"buds, flower","0603",Heading
849,"buds, for grafting and budding","0602",Heading
850,buffaloes (live),"0102",Heading
851,building materials of asbestos cement,"6811",Heading
852,"building material of stone, crude","2515",Heading
853,"building, pre-fabricated","9406",Heading
854,"bulbs, flower","0601",Heading
855,"bulbs, electric lamp","8539",Heading
856,bulk carriers,"8901",Heading
857,bulkheads,"7308",Heading
858,bullace,"08",Chapter
859,bulldozers,"8429",Heading
860,bullet-proof glass,"7007",Heading
861,bullets,"9306",Heading
862,bullion gold,"7108",Heading
863,bullion lead,"7801",Heading
864,bullocks (live),"0102",Heading
865,bulls (live),"0102",Heading
866,bundles (optical fibre),"9001",Heading
867,"bung covers, base metal","8309",Heading
868,bunting (textile),"6307",Heading
869,buoys,"8907",Heading
870,"burglar alarms, electrical","8531",Heading
871,"burners, furnace, non-electric","8416",Heading
872,burrs,"9018",Heading
873,bushes,"0602",Heading
874,butane,"2711",Heading
875,butchers' cleavers,"8214",Heading
876,butt welded lath tools,"8207",Heading
877,"butter, butter fat and oil","0405",Heading
878,"butter, cocoa","1804",Heading
879,butter-knives of base metal,"8215",Heading
880,butter making machines,"8434",Heading
881,butterfly nets,"9507",Heading
882,butter milk (fresh),"0403",Heading
883,butter milk (preserved),"0402",Heading
884,"buttons, button moulds and button banks","9606",Heading
885,buzzers,"8531",Heading
886,cabinets (furniture),"9403",Heading
887,cabinets (radio and television),"8529",Heading
888,"cabinets, filing of base metal","8304",Heading
889,"cables - electric, insulated","8544",Heading
890,cables - fitted with connectors,"8544",Heading
891,"cables - general  wiring, electric, insulated","8544",Heading
892,"cables - mains (power distribution), insulated","8544",Heading
893,cables - optical fibre,"8544",Heading
894,cables - or iron or steel,"7312",Heading
895,"cables - submarine telecommunications, insulated","8544",Heading
896,"cables - telecommunications, insulated","8544",Heading
897,"cables - wire, not electrically insulated, aluminium","7614",Heading
898,"cables - wire, not electrically insulated, copper","7413",Heading
899,cable making machinery,"8479",Heading
900,cable tv equipment - amplifier,"8543",Heading
901,cable tv equipment - audio receiver/decoders,"8527",Heading
902,cable tv equipment - integrated receiver/decoders,"8528",Heading
903,cable tv equipment - line extender,"8517",Heading
904,cable tv equipment -optoelectronic receiver,"8517",Heading
905,cable tv equipment - optoelectronic transmitter,"8517",Heading
906,"cables, textile","5607",Heading
907,"cables, textile, scrap or worn out","6310",Heading
908,cableways,"8426",Heading
909,"cachets, empty for pharmaceutical use","1905",Heading
910,cade oil,"3807",Heading
911,cadillo,"5303",Heading
912,cadmium,"8407",Heading
913,cadmium pigment colours,"3206",Heading
914,caesar weed,"5303",Heading
915,caffeine,"2939",Heading
916,"cage and aviaries, small of iron or steel","7326",Heading
917,"cake, oil-seed","2304",Heading
918,cakes,"1905",Heading
919,calamine,"2608",Heading
920,calcimeters,"7017",Heading
921,"calcined bauxite, refractory grade","3824",Heading
922,calcium cyanamide,"3102",Heading
923,calcium hypochlorite,"2828",Heading
924,calcium nitrate,"2834",Heading
925,calcium tartrate (crude),"3824",Heading
926,calcium ammonium nitrate,"3102",Heading
927,calcium citrate (crude),"3824",Heading
928,calculating instruments (mathematical),"9017",Heading
929,calculating machines,"8470",Heading
930,calculators,"8470",Heading
931,calcutta hemp,"5303",Heading
932,"calendars of any kind, printed (except advent calendars)","4910",Heading
933,"calendaring machines, other than metalworking and glass working","8420",Heading
934,"calibrating meters (gas, electric, fluid, supply)","9028",Heading
935,calliper brakes,"8714",Heading
936,callipers,"9017",Heading
937,calorimeters,"9027",Heading
938,calvados,"2208",Heading
939,calves,"0102",Heading
940,camel bark (tyre retreading),"4006",Heading
941,cam shafts,"8483",Heading
942,camcorders,"8525",Heading
943,camera lenses (mounted),"9002",Heading
944,camera power winders,"9006",Heading
945,cameras - cinematographic,"9007",Heading
946,cameras - digital,"8525",Heading
947,cameras - photographic,"9006",Heading
948,cameras - television,"8525",Heading
949,cameras - video,"8525",Heading
950,campers (motor-homes),"8703",Heading
951,camphor,"2914",Heading
952,camping goods - knives of base metal,"8211",Heading
953,camping goods - stoves,"7321",Heading
954,camping goods -textiles,"6306",Heading
955,cams,"8413",Heading
956,can casing machines,"8422",Heading
957,canary seed,"1005",Heading
958,candelabra - antiques,"9706",Heading
959,candelabra - precious metal,"7114",Heading
960,candelabra - other,"9405",Heading
961,candelila wax,"1521",Heading
962,"candles, sulphur","3808",Heading
963,candles other,"3406",Heading
964,"canes, bamboo, rattan and tsinglee, garden","1401",Heading
965,canes walking,"6602",Heading
966,cannabis sativa (true hemp) not spun,"5302",Heading
967,canned fruit and nuts,"2008",Heading
968,canned vegetables,"2002",Heading
969,canoes,"8903",Heading
970,"cans, aluminium","7612",Heading
971,"cans, iron or steel","7310",Heading
972,cantala,"5305",Heading
973,cantharides,"0510",Heading
974,"canvas, cotton","5209",Heading
975,"canvas, prepared painting","5901",Heading
976,capacitance measuring bridges,"9030",Heading
977,"capacitors, electrical","8532",Heading
978,capers,"07",Chapter
979,capes - knitted or crocheted men's or boys,"6101",Heading
980,capes - other than knitted or crocheted men's or boys,"6201",Heading
981,capes - knitted or crocheted women's or girls,"6102",Heading
982,capes - other than knitted or crocheted women's or girls,"6202",Heading
983,capping machines,"8422",Heading
984,"caps, bathing","5606",Heading
985,"capsicums, sweet","07",Chapter
986,capstans,"8425",Heading
987,"capsules - base metal, for bottles, etc","8301",Heading
988,capsules - for pharmaceutical products and mechanical light fuel,"9602",Heading
989,capsuling machines,"8422",Heading
990,car coats - knitted or crocheted men's or boys,"6101",Heading
991,car coats - other than knitted or crocheted men's or boys,"6201",Heading
992,car coats - knitted or crocheted women's or girls,"6102",Heading
